Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Peak mechanical solutions,401K PLANS,No match found,,none,,No match found for input: Peak mechanical solutions,False,our_no_match
MECHANICS BANK,PROTPA,Fidelity Investments,MECHANICS BANK,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: MECHANICS BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: MECHANICS BANK PROFIT SHARING/401(K) PLAN | Participants: 2,325 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TIC the industrial company,401K PLANS,No match found,,none,,No match found for input: TIC the industrial company,False,our_no_match
New prospect Baptist preschool,401K PLANS,No match found,,none,,No match found for input: New prospect Baptist preschool,False,our_no_match
Crumbl,STATE STREET BANK AND TRUST COMPANY,"WESPAC PLAN SERVICES, LLC","CRUMBL ENTERPRISES, LLC",High,exact_normalized,"Recordkeeper: WESPAC PLAN SERVICES, LLC | Matched employer: CRUMBL ENTERPRISES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CRUMBL ENTERPRISES, LLC 401(K) PLAN | Participants: 355 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Pottery barn,401K PLANS,No match found,,none,,No match found for input: Pottery barn,False,our_no_match
"Cal spas,Inc",ADVANCED BENEFITS CONSULTING,No match found,,none,,"No match found for input: Cal spas,Inc",False,our_no_match
Intouch cx,401K PLANS,Empower Retirement,"INTOUCHCX US, INC.",High,spacing_insensitive,"Recordkeeper: Empower Retirement | Matched employer: INTOUCHCX US, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: INTOUCHCX US 401(K) PLAN | Participants: 1,407 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
COUNTYBANK,PENTEGRA,Empower Retirement,COUNTYBANK,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: COUNTYBANK | Confidence: High (100%) | Match method: exact_normalized | Plan: COUNTYBANK 401(K) PLAN | Participants: 211 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
SONOMA COUNTY,NATIONWIDE,Mutual of America,COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY,High,word_boundary,Recordkeeper: Mutual of America | Matched employer: COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY | Confidence: High (96%) | Match method: word_boundary | Plan: 401(K) PROFIT SHARING PLAN FOR EMPLOYEES OF COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY | Participants: 301 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.,False,mismatch
"ASPIRA, INC. OF ILLINOIS",EMPOWER,Ascensus,"ASPIRA, INC. OF ILLINOIS",High,exact_normalized,"Recordkeeper: Ascensus | Matched employer: ASPIRA, INC. OF ILLINOIS | Confidence: High (100%) | Match method: exact_normalized | Plan: ASPIRA INC OF ILLINOIS 403B RETIREMENT PLAN | Participants: 213 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
EDP OF ILLINOIS PC,ADP,"COMMONWEALTH EQUITY SERVICES, INC.",EDP OF ILLINOIS PC,High,exact_normalized,"Recordkeeper: COMMONWEALTH EQUITY SERVICES, INC. | Matched employer: EDP OF ILLINOIS PC | Confidence: High (100%) | Match method: exact_normalized | Plan: EDP PC'S 401(K) PLAN | Participants: 227 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"IDR, INC.",ADP,GLOBAL RETIREMENT PARTNERS,"IDR, INC.",High,exact_normalized,"Recordkeeper: GLOBAL RETIREMENT PARTNERS | Matched employer: IDR, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: INTERNATIONAL DEVELOPMENT & RESOURCES, INC. 401(K) PLAN | Participants: 394 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
PAWS CHICAGO,VOYA,AMERICAN UNITED LIFE INSURANCE CO,PAWS CHICAGO,High,exact_normalized,Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: PAWS CHICAGO | Confidence: High (100%) | Match method: exact_normalized | Plan: PAWS CHICAGO 403(B) PLAN | Participants: 217 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
FARMERS STATE BANK,FIDELITY,Vanguard,FARMERS STATE BANK,High,exact_normalized,Recordkeeper: Vanguard | Matched employer: FARMERS STATE BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: FARMERS STATE BANK EMPLOYEES' 401(K) PROFIT SHARING PLAN & TRUST | Participants: 209 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Greystone properties,ADP,No match found,,none,,No match found for input: Greystone properties,False,our_no_match
"HOMESTEAD VILLAGE, INC",JOHN HANCOCK LIFE INSURANCE COMPANY,Empower Retirement,"HOMESTEAD VILLAGE, INC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: HOMESTEAD VILLAGE, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: HOMESTEAD VILLAGE, INC. 401(K) PLAN | Participants: 283 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Gaylord entertainment Nashville,401K PLANS,No match found,,none,,No match found for input: Gaylord entertainment Nashville,False,our_no_match
Honda,401K ADMINISTRATORS,Fidelity Investments,"AMERICAN HONDA MOTOR COMPANY, INC.",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: AMERICAN HONDA MOTOR COMPANY, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: HONDA 401(K) SAVINGS PLAN | Participants: 37,797 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
North Carolina high school athletic association,EMPOWER,No match found,,none,,No match found for input: North Carolina high school athletic association,False,our_no_match
Raleigh Eye Center,VANGUARD,No match found,,none,,No match found for input: Raleigh Eye Center,False,our_no_match
Johnson Optometric,AMERICAN FUNDS - CAPITAL GROUP,Fidelity Investments,"JOHNSON & JOHNSON, INC.",High,fuzzy,"Recordkeeper: Fidelity Investments | Matched employer: JOHNSON & JOHNSON, INC. | Confidence: High (95%) | Match method: fuzzy | Plan: JOHNSON & JOHNSON, INC. PROFIT SHARING PLAN | Participants: 577 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
OHT PARTNERS LLC,PRINCIPAL LIFE INSURANCE COMPANY,John Hancock,"OHT PARTNERS, LLC",High,exact_normalized,"Recordkeeper: John Hancock | Matched employer: OHT PARTNERS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: OHT PARTNERS, LLC 401(K) PLAN | Participants: 418 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
XPERTDANDC,AMERICAN FUNDS - CAPITAL GROUP,No match found,,none,,No match found for input: XPERTDANDC,False,our_no_match
"DELTA C, LP",VOYA,Empower Retirement,"DELTA C, LP",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: DELTA C, LP | Confidence: High (100%) | Match method: exact_normalized | Plan: DELTA C, LP 401(K) PLAN | Participants: 236 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
WFA,401K ADMINISTRATORS,No match found,,none,,No match found for input: WFA,False,our_no_match
Humble hearts home care Llc,FIRST CITIZENS BANK AND TRUST COMPANY,No match found,,none,,No match found for input: Humble hearts home care Llc,False,our_no_match
Teleperformance usa,401K PLANS,No match found,,none,,No match found for input: Teleperformance usa,False,our_no_match
MTC INC.,FIDELITY,Empower Retirement,MTC US CORP.,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: MTC US CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: MTC US CORP. 401(K) PLAN | Participants: 722 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"SCRIVENER OIL COMPANY, INC.",ADP,GLOBAL RETIREMENT PARTNERS,"SCRIVENER OIL COMPANY, INC.",High,exact_normalized,"Recordkeeper: GLOBAL RETIREMENT PARTNERS | Matched employer: SCRIVENER OIL COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SCRIVENER OIL COMPANY, INC. 401(K) PROFIT SHARING PLAN AND T | Participants: 165 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
GOLDEN CORRAL CORPORATION,ASCENSUS,T. Rowe Price,GOLDEN CORRAL CORPORATION,High,exact_normalized,Recordkeeper: T. Rowe Price | Matched employer: GOLDEN CORRAL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: GOLDEN RETIREMENT PLAN | Participants: 182 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
11-Jul,FIDELITY,No match found,,none,,No match found for input: 11-Jul,False,our_no_match
Landrys inc,401K PLANS,No match found,,none,,No match found for input: Landrys inc,False,our_no_match
"MARRIOTT INTERNATIONAL, INC.",FIDELITY,Alight Solutions,"MARRIOTT INTERNATIONAL, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: MARRIOTT INTERNATIONAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MARRIOTT RETIREMENT SAVINGS PLAN | Participants: 137,769 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
AMBRIDGE,COMPASS RETIREMENT CONSULTING GROUP,T. Rowe Price,"AMBRIDGE US SERVICES COMPANY, INC",High,word_boundary,"Recordkeeper: T. Rowe Price | Matched employer: AMBRIDGE US SERVICES COMPANY, INC | Confidence: High (96%) | Match method: word_boundary | Plan: AMBRIDGE US SERVICES COMPANY, INC 401(K) PLAN | Participants: 189 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,TRANSAMERICA,Empower Retirement,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: BURLINGTON COAT FACTORY WAREHOUSE CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: BURLINGTON STORES SAVINGS PLAN | Participants: 60,651 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Walmart,401K PLANS,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Macfrugals,401K PLANS,No match found,,none,,No match found for input: Macfrugals,False,our_no_match
"AMAROK, LLC",INSPERITY RETIREMENT SERVICES,Voya,"AMAROK, LLC",High,exact_normalized,"Recordkeeper: Voya | Matched employer: AMAROK, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAROK, LLC 401(K) PROFIT SHARING PLAN | Participants: 505 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Alabama Department of Corrections,ERP RETIREMENT SERVICES,No match found,,none,,No match found for input: Alabama Department of Corrections,False,our_no_match
BMI North America,PRUDENTIAL,Fidelity Investments,"BMW OF NORTH AMERICA, LLC",High,fuzzy,"Recordkeeper: Fidelity Investments | Matched employer: BMW OF NORTH AMERICA, LLC | Confidence: High (94%) | Match method: fuzzy | Plan: BMW SAVINGS PLAN | Participants: 14,599 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 94, meeting the 92 threshold.",False,mismatch
USCO INC,PAYCHEX,"EQUITABLE ADVISORS, LLC",USCO INC,High,exact_normalized,"Recordkeeper: EQUITABLE ADVISORS, LLC | Matched employer: USCO INC | Confidence: High (100%) | Match method: exact_normalized | Plan: USCO INC 401(K) PROFIT SHARING PLAN & TRUST | Participants: 139 | Plan year: 2021 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
CENTRAL VALLEY MEDICAL CENTER,NEWPORT GROUP,Principal,CENTRAL VALLEY MEDICAL CENTER,High,exact_normalized,Recordkeeper: Principal | Matched employer: CENTRAL VALLEY MEDICAL CENTER | Confidence: High (100%) | Match method: exact_normalized | Plan: CENTRAL VALLEY MEDICAL CENTER 403(B) RETIREMENT PLAN | Participants: 472 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
ANMED HEALTH,401K PLANS,VALIC RETIREMENT SERVICES COMPANY,ANMED HEALTH,High,exact_normalized,"Recordkeeper: VALIC RETIREMENT SERVICES COMPANY | Matched employer: ANMED HEALTH | Confidence: High (100%) | Match method: exact_normalized | Plan: ANMED HEALTH 401(A) RETIREMENT PLAN | Participants: 5,021 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
California School for the Deaf-Riverside,401K PLANS,No match found,,none,,No match found for input: California School for the Deaf-Riverside,False,our_no_match
Savings Plus,401K PLANS,Fidelity Investments,MICROSOFT CORPORATION,High,plan_word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: MICROSOFT CORPORATION | Confidence: High (94%) | Match method: plan_word_boundary | Plan: MICROSOFT CORPORATION SAVINGS PLUS 401K PLAN | Participants: 177,531 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
UFCW INTERNATIONAL UNION,AMERICAN TRUST,Fidelity Investments,UFCW INTERNATIONAL UNION,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: UFCW INTERNATIONAL UNION | Confidence: High (100%) | Match method: exact_normalized | Plan: UFCW INTERNATIONAL SAVINGS & RETIREMENT PLAN FOR U.S. OFFICERS AND EMPLOYEES | Participants: 422 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
U.S. Navy,401K PLANS,No match found,,none,,No match found for input: U.S. Navy,False,our_no_match
"USA ENVIRONMENTAL, INC.",ADP,Empower Retirement,"USA ENVIRONMENTAL, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: USA ENVIRONMENTAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: USA ENVIRONMENTAL, INC 401K PLAN | Participants: 244 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Snipes,401K ADMINISTRATORS,No match found,,none,,No match found for input: Snipes,False,our_no_match
E.R.I group,TRANSAMERICA,Mutual of America,"T. E. R. I., INC.",High,word_boundary,"Recordkeeper: Mutual of America | Matched employer: T. E. R. I., INC. | Confidence: High (96%) | Match method: word_boundary | Plan: 403(B) THRIFT PLAN OF T. E. R. I., INC. | Participants: 824 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Big tool box,TRANSAMERICA,No match found,,none,,No match found for input: Big tool box,False,our_no_match
"SARA LEE FROZEN BAKERY, LLC",NWPS,"NORTHWEST PLAN SERVICES, INC","SARA LEE FROZEN BAKERY, LLC",High,exact_normalized,"Recordkeeper: NORTHWEST PLAN SERVICES, INC | Matched employer: SARA LEE FROZEN BAKERY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SARA LEE FROZEN BAKERY 401(K) PLAN | Participants: 1,571 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
FIDELITY BANK,VOYA,Empower Retirement,THE FIDELITY BANK,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: THE FIDELITY BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: THE ENHANCED CAPITAL ACCUMULATION PLAN FOR THE EMPLOYEES OF THE FIDELITY BANK | Participants: 725 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"GOODWILL INDUSTRIES, INC.",NATIONWIDE,Voya,"GOODWILL INDUSTRIES, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: GOODWILL INDUSTRIES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GOODWILL INDUSTRIES, INC. OMAHA RETIREMENT PLAN | Participants: 998 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TCW,EMPOWER,Charles Schwab,"TCW, LLC",High,exact_normalized,"Recordkeeper: Charles Schwab | Matched employer: TCW, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: TCW, LLC PROFIT SHARING AND SAVINGS PLAN | Participants: 1,041 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
