Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Fleet farm,JOHN HANCOCK LIFE INSURANCE COMPANY,John Hancock,"FLEET FARM WHOLESALE SUPPLY COMPANY, LLC",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: FLEET FARM WHOLESALE SUPPLY COMPANY, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: FLEET FARM 401(K)PLAN | Participants: 7,093 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",True,equivalent
"DOLLAR TREE, INC.",EMPOWER,Empower Retirement,"DOLLAR TREE, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: DOLLAR TREE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DOLLAR TREE RETIREMENT SAVINGS PLAN | Participants: 83,276 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AMAZON.COM SERVICES, LLC",FIDELITY,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"ROSS STORES, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"ROSS STORES, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: ROSS STORES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ROSS STORES, INC. 401(K) SAVINGS PLAN | Participants: 63,239 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FAMILY TREE, INC.",EMPOWER,Empower Retirement,"FAMILY TREE, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: FAMILY TREE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: 403(B) THRIFT PLAN FOR FAMILY TREE, INC. | Participants: 127 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"WENDYS OF BOWLING GREEN, INC.",ASCENSUS,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
CARDINAL GLASS INDUSTRIES,PRINCIPAL LIFE INSURANCE COMPANY,Principal,CARDINAL GLASS INDUSTRIES,High,exact_normalized,"Recordkeeper: Principal | Matched employer: CARDINAL GLASS INDUSTRIES | Confidence: High (100%) | Match method: exact_normalized | Plan: CARDINAL CASH-IN II PLAN | Participants: 10,117 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
SOUTH NASSAU COMMUNITIES HOSPITAL,TRANSAMERICA,Transamerica,SOUTH NASSAU COMMUNITIES HOSPITAL,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: SOUTH NASSAU COMMUNITIES HOSPITAL | Confidence: High (100%) | Match method: exact_normalized | Plan: SOUTH NASSAU COMMUNITIES HOSPITAL EMPLOYEE DEFINED CONTRIBUTION RETIREMENT PLAN | Participants: 5,434 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
SELECT MEDICAL CORPORATION,FIDELITY,Fidelity Investments,SELECT MEDICAL CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: SELECT MEDICAL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: SELECT MEDICAL CORPORATION 401(K) PLAN | Participants: 59,863 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Winthrop university hospital,401K PLANS,Transamerica,NYU LANGONE HOSPITAL,High,plan_word_boundary,"Recordkeeper: Transamerica | Matched employer: NYU LANGONE HOSPITAL | Confidence: High (94%) | Match method: plan_word_boundary | Plan: WINTHROP-UNIVERSITY HOSPITAL DEFINED CONTRIBUTION PLAN | Participants: 11,184 | Plan year: 2020 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
NORTHWELL HEALTH INC.,TRANSAMERICA,Transamerica,"NORTHWELL HEALTH, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: NORTHWELL HEALTH, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: NORTHWELL HEALTH 403(B) PLAN | Participants: 61,177 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LAKELAND REGIONAL MEDICAL CENTER, INC.",FIDELITY,Fidelity Investments,"LAKELAND REGIONAL MEDICAL CENTER, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: LAKELAND REGIONAL MEDICAL CENTER, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: LAKELAND REGIONAL MEDICAL CENTER 403(B) PLAN | Participants: 8,952 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AMAZON.COM SERVICES, LLC",FIDELITY,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
DELUXE CORPORATION,EMPOWER,Empower Retirement,DELUXE CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: DELUXE CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: DELUXE CORPORATION 401(K) PLAN | Participants: 9,297 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
FRED MARTIN MOTOR COMPANY,ASCENSUS,Ascensus,FRED MARTIN MOTOR COMPANY,High,exact_normalized,Recordkeeper: Ascensus | Matched employer: FRED MARTIN MOTOR COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: FRED MARTIN MOTOR COMPANY 401(K) PROFIT SHARING PLAN & TRUST | Participants: 400 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
Ron marhoffer hyundai,ADP,No match found,,none,,No match found for input: Ron marhoffer hyundai,False,our_no_match
MAY TRUCKING COMPANY,STANCORP FINANCIAL GROUP,STANCORP FINANCIAL GROUP,MAY TRUCKING COMPANY,High,exact_normalized,"Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: MAY TRUCKING COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: MAY TRUCKING CO. EMPLOYEE RETIREMENT PLAN | Participants: 1,047 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"POWDER PROCESSING AND TECHNOLOGY, LLC",EMPOWER,Empower Retirement,"POWDER PROCESSING AND TECHNOLOGY, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: POWDER PROCESSING AND TECHNOLOGY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: POWDER PROCESSING AND TECHNOLOGY, LLC 401(K) PROFIT SHARING PLAN | Participants: 160 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"ACRONIS, INC.",FIDELITY,Fidelity Investments,"ACRONIS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ACRONIS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ACRONIS, INC. 401(K) PLAN | Participants: 377 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
HOUSTON FOOD BANK,ADP,Fidelity Investments,HOUSTON FOOD BANK,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: HOUSTON FOOD BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: HFB 401(K) PLAN | Participants: 524 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"PUBLIX SUPER MARKETS, INC.",VOYA,Voya,"PUBLIX SUPER MARKETS, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: PUBLIX SUPER MARKETS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: PUBLIX SUPER MARKETS, INC. 401(K) SMART PLAN | Participants: 225,961 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HEARTLAND DENTAL, LLC",VANGUARD,Vanguard,"HEARTLAND DENTAL, LLC",High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: HEARTLAND DENTAL, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: HEARTLAND DENTAL 401K AND STOCK PARTICIPATION PLAN | Participants: 25,499 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
FL dental professionals,ADP,No match found,,none,,No match found for input: FL dental professionals,False,our_no_match
WEWORK MANAGEMENT LLC,FIDELITY,Fidelity Investments,WEWORK MANAGEMENT LLC,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WEWORK MANAGEMENT LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WEWORK 401(K) PLAN | Participants: 3,859 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
OSHKOSH CORPORATION,EMPOWER,Empower Retirement,OSHKOSH CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: OSHKOSH CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: OSHKOSH CORPORATION AND AFFILIATES TAX-DEFERRED INVESTMENT PLAN | Participants: 15,033 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SODEXO, INC.",VOYA,Voya,"SODEXO, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: SODEXO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SODEXO 401 (K) EMPLOYEES' RETIREMENT SAVINGS PLAN AND TRUST | Participants: 112,218 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"VRDOLYAK LAW GROUP, LLC",EMPOWER,Empower Retirement,"VRDOLYAK LAW GROUP, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: VRDOLYAK LAW GROUP, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: VRDOLYAK LAW GROUP, LLC 401(K) PLAN | Participants: 87 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AVIS BUDGET GROUP, INC.",MERRILL,Merrill Lynch,"AVIS BUDGET GROUP, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: AVIS BUDGET GROUP, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AVIS BUDGET GROUP, INC. EMPLOYEE SAVINGS PLAN | Participants: 16,556 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Home depot,401K PLANS,Alight Solutions,"THE HOME DEPOT, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: THE HOME DEPOT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE HOME DEPOT FUTUREBUILDER | Participants: 446,735 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SANDERSON FARMS, INC.",MILLIMAN,ONEDIGITAL INVESTMENT ADVISORS,"SANDERSON FARMS, INC.",High,exact_normalized,"Recordkeeper: ONEDIGITAL INVESTMENT ADVISORS | Matched employer: SANDERSON FARMS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SANDERSON FARMS, INC. AND AFFILIATES ESOP | Participants: 14,127 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AARON'S, LLC",MILLIMAN,Milliman,"AARON'S, LLC",High,fuzzy,"Recordkeeper: Milliman | Matched employer: AARON'S, LLC | Confidence: High (92%) | Match method: fuzzy | Plan: AARON'S 401(K) RETIREMENT PLAN | Participants: 9,291 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 92, meeting the 92 threshold.",True,equivalent
"CONDUENT BUSINESS SERVICES, LLC",CONDUENT HR SERVICES,Conduent,"CONDUENT BUSINESS SERVICES, LLC",High,exact_normalized,"Recordkeeper: Conduent | Matched employer: CONDUENT BUSINESS SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CONDUENT SAVINGS PLAN | Participants: 34,249 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Kroger,FIDELITY,Merrill Lynch,THE KROGER CO.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: THE KROGER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE KROGER CO. SAVINGS PLAN | Participants: 262,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"DRURY HOTELS COMPANY, LLC",FIDELITY,Fidelity Investments,"DRURY HOTELS COMPANY, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: DRURY HOTELS COMPANY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: DRURY TEAM MEMBER SAVINGS PLAN | Participants: 5,653 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LITTLE CAESARS OF SAN ANTONIO, INC.",JOHN HANCOCK LIFE INSURANCE COMPANY,John Hancock,"LITTLE CAESARS OF SAN ANTONIO, INC.",High,exact_normalized,"Recordkeeper: John Hancock | Matched employer: LITTLE CAESARS OF SAN ANTONIO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: LITTLE CAESARS OF SAN ANTONIO, INC. 401(K) PROFIT SHARING PLAN | Participants: 271 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LIFETIME ASSISTANCE, INC.",BURKE GROUP,BURKE GROUP,"LIFETIME ASSISTANCE, INC.",High,exact_normalized,"Recordkeeper: BURKE GROUP | Matched employer: LIFETIME ASSISTANCE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: LIFETIME ASSISTANCE, INC. EMPLOYEE RETIREMENT PLAN | Participants: 1,634 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HERITAGE CHRISTIAN SERVICES, INC.",BURKE GROUP,BURKE GROUP,"HERITAGE CHRISTIAN SERVICES, INC.",High,exact_normalized,"Recordkeeper: BURKE GROUP | Matched employer: HERITAGE CHRISTIAN SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HERITAGE CHRISTIAN SERVICES, INC. RETIREMENT PLAN | Participants: 2,928 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PREMIER PACKAGING, LLC",CAPITAL GROUP RETIREMENT PLAN SERVICES,CAPITAL GROUP RETIREMENT PLAN SVCS.,"PREMIER PACKAGING, LLC",High,exact_normalized,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: PREMIER PACKAGING, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: PREMIER PACKAGING, LLC 401(K) PLAN | Participants: 1,047 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"STRIPE, INC.",EMPOWER,Fidelity Investments,"STRIPE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STRIPE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: STRIPE, INC. 401K PLAN | Participants: 7,274 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
7-eleven,EMPOWER,Fidelity Investments,"7-ELEVEN, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: 7-ELEVEN, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: 7-ELEVEN, INC. 401(K) PLAN | Participants: 65,473 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"TRINET HR III, INC.",EMPOWER,Empower Retirement,"TRINET HR III, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: TRINET HR III, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TRINET 401(K) PLAN | Participants: 249,207 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
GAP INC.,T. ROWE PRICE,T. Rowe Price,GAP INC.,High,exact_normalized,"Recordkeeper: T. Rowe Price | Matched employer: GAP INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GAPSHARE 401(K) PLAN | Participants: 85,367 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
